den,datum,kraj_nuts_kod,kraj_nazev,okres_lau_kod,okres_nazev,orp_kod,orp_nazev,obec_kod,obec_nazev,nove_pripady,aktivni_pripady,nove_pripady_65,nove_pripady_7_dni,nove_pripady_14_dni
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573337,Dřevěnice,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,573086,Lískovice,0,2,0,2,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574571,"Velké Petrovice",0,9,0,7,9
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574422,"Slatina nad Úpou",0,3,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5201,Broumov,574171,Křinice,0,7,0,5,6
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5201,Broumov,573922,"Broumov (Náchod)",0,128,0,46,112
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573752,Vitiněves,0,8,0,5,8
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5203,"Dvůr Králové nad Labem",579068,"Bílá Třemešná",0,41,0,17,38
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5215,Vrchlabí,579602,Prosečné,0,16,0,3,14
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5214,Trutnov,579351,"Janské Lázně",0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,547565,"Vestec (Náchod)",0,5,0,0,4
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,549088,"Dolní Lochov",0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,549037,"Choteč (Jičín)",0,14,0,11,14
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",548065,Obědovice,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,548952,Budčeves,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,548901,"Bílsko u Hořic",0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570044,Hořiněves,0,22,0,7,19
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5212,"Nový Bydžov",570478,Nepolisy,0,34,0,16,30
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5212,"Nový Bydžov",570427,Myštěves,0,10,0,2,9
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570729,Radostov,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576824,Trnov,0,11,0,5,11
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576751,Semechnice,0,8,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",576581,"Olešnice (Rychnov n.Kněžnou)",0,11,0,3,12
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576522,Mokré,0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576115,Bohdašín,0,6,0,3,6
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5214,Trutnov,579866,"Zlatá Olešnice (Trutnov)",0,5,0,3,5
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5214,Trutnov,579823,"Vlčice (Trutnov)",0,9,0,2,8
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5214,Trutnov,579530,"Maršov u Úpice",0,11,0,4,10
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5215,Vrchlabí,579432,Lánov,0,35,0,15,36
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,549207,Nevratice,0,3,0,0,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,548880,"Sukorady (Jičín)",0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,548871,Petrovičky,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",548707,"Vrbice (Rychnov n.Kněžnou)",0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5211,"Nové Město nad Metují",547701,Libchyně,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",571008,Syrovátka,0,6,0,5,6
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5212,"Nový Bydžov",570508,"Nový Bydžov",0,176,0,72,166
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570265,Librantice,0,13,0,4,13
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570206,Kratonohy,0,15,0,3,15
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,572144,Sekeřice,0,3,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573809,"Vysoké Veselí",0,15,0,6,13
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5210,"Nová Paka",573507,"Stará Paka",0,44,0,11,39
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573116,Libošovice,0,10,0,8,11
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,572837,"Dobrá Voda u Hořic",0,14,0,5,10
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5201,Broumov,574252,Meziměstí,0,61,0,25,57
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,573973,"Česká Čermná",0,8,0,3,7
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573850,Žlunice,0,4,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5211,"Nové Město nad Metují",574350,Provodov-Šonov,0,22,0,13,19
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574686,"Žďár nad Metují",0,14,0,6,14
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574643,Vysokov,0,14,0,4,12
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",576387,"Kostelecké Horky",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",576352,"Jílovice (Hradec Králové)",0,6,0,4,6
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",576301,"Doudleby nad Orlicí",0,32,0,8,29
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5215,Vrchlabí,579696,Strážné,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5215,Vrchlabí,579645,Rudník,0,43,0,11,41
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5212,"Nový Bydžov",569836,"Barchov (Hradec Králové)",0,15,0,3,15
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570672,"Předměřice nad Labem",0,46,0,17,39
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570435,Mžany,0,12,0,7,10
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570150,Káranice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,572993,Jeřice,0,7,0,6,7
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573094,"Lázně Bělohrad",0,73,0,24,66
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573043,Kněžnice,0,6,0,2,7
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5212,"Nový Bydžov",573744,"Zdechovice (Hradec Králové)",0,4,0,2,4
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573680,"Újezd pod Troskami",0,4,0,1,5
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573493,Sobotka,0,49,0,16,44
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573329,"Podhradí (Jičín)",0,4,0,1,4
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574465,Stárkov,0,4,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5211,"Nové Město nad Metují",574279,"Nové Město nad Metují",0,223,0,106,202
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574180,"Lhota pod Hořičkami",0,9,0,3,8
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",573779,Máslojedy,0,3,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",548057,Vrchovnice,0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",548693,"Svídnice (Rychnov n.Kněžnou)",0,1,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,549193,Zámostí-Blata,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,549029,Vřesník,0,3,0,3,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,548979,"Borek (Jičín)",0,9,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,548944,Kovač,0,3,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5201,Broumov,574058,Heřmánkovice,0,6,0,6,7
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5206,Jaroměř,574601,"Vlkov (Náchod)",0,14,0,9,13
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5211,"Nové Město nad Metují",574244,"Mezilesí (Náchod)",0,7,0,3,7
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574694,Žďárky,0,8,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,574651,Zábrodí,0,6,0,1,5
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573701,Valdice,0,28,0,9,26
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5206,Jaroměř,574015,"Dolany (Náchod)",0,12,0,4,13
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5209,Náchod,573965,"Červený Kostelec",0,165,0,63,151
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5204,Hořice,573272,Ostroměř,0,39,0,20,39
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,573108,Libáň,0,50,0,15,50
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,572829,Dětenice,0,18,0,7,13
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",576859,"Týniště nad Orlicí",0,112,0,37,110
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5213,"Rychnov nad Kněžnou",576816,Synkov-Slemeno,0,9,0,4,7
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576573,"Olešnice v Orlických horách",0,2,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576280,"Dobřany (Rychnov n.Kněžnou)",0,2,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5202,Dobruška,576166,"Bystré (Rychnov n.Kněžnou)",0,3,0,2,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5208,"Kostelec nad Orlicí",576123,Bolehošť,0,10,0,2,9
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5215,Vrchlabí,579424,"Kunčice nad Labem",0,18,0,8,18
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5203,"Dvůr Králové nad Labem",579238,"Horní Brusnice",0,7,0,2,6
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5203,"Dvůr Králové nad Labem",579181,"Doubravice (Trutnov)",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5214,Trutnov,579874,Žacléř,0,45,0,14,33
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5203,"Dvůr Králové nad Labem",579831,"Vlčkovice v Podkrkonoší",0,7,0,3,5
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0525,Trutnov,5214,Trutnov,579581,"Pec pod Sněžkou",0,3,0,1,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0524,"Rychnov nad Kněžnou",5213,"Rychnov nad Kněžnou",548758,Proruby,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,572136,"Kozojedy (Jičín)",0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0522,Jičín,5207,Jičín,572772,"Bystřice (Jičín)",0,12,0,4,9
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570800,"Skalice (Hradec Králové)",0,17,0,4,16
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570907,Sovětice,0,2,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570257,Libníkovice,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0521,"Hradec Králové",5205,"Hradec Králové",570214,Kunčice,0,13,0,3,12
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5201,Broumov,547786,Adršpach,0,4,0,2,3
pátek,"3/5/2021 12:00:00 AM",CZ052,"Královéhradecký kraj",CZ0523,Náchod,5201,Broumov,547743,Vernéřovice,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5314,"Vysoké Mýto",548022,Vračovice-Orlov,0,4,0,4,4
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5313,"Ústí nad Orlicí",547972,"Hrádek (Ústí nad Orlicí)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5312,Svitavy,505145,"Březová nad Svitavou",0,21,0,11,14
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5302,Hlinsko,571300,Dědová,0,1,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5312,Svitavy,572586,"Bělá nad Svitavou",0,3,0,3,3
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5302,Hlinsko,572322,"Studnice (Chrudim)",0,6,0,1,7
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5304,Chrudim,572179,"Rosice (Chrudim)",0,33,0,10,31
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5302,Hlinsko,571393,"Hlinsko (Chrudim)",0,144,0,64,128
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5306,Lanškroun,580074,Damníkov,0,7,0,4,7
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5307,Litomyšl,578738,"Sebranice (Svitavy)",0,6,0,3,5
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5312,Svitavy,578681,Rozhraní,0,4,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5310,Polička,578631,"Pustá Kamenice",0,7,0,4,7
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5310,Polička,578452,Nedvězí,0,3,0,3,3
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5306,Lanškroun,581046,Tatenice,0,9,0,7,9
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5313,"Ústí nad Orlicí",581003,"Sudislav nad Orlicí",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5315,Žamberk,580996,Studené,0,4,0,0,4
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5306,Lanškroun,580767,"Petrovice (Ústí nad Orlicí)",0,5,0,0,5
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5314,"Vysoké Mýto",580660,"Mostek (Ústí nad Orlicí)",0,5,0,4,5
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5315,Žamberk,580503,Kunvald,0,26,0,8,29
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5314,"Vysoké Mýto",580210,Džbánov,0,7,0,5,7
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,575887,"Úhřetická Lhota",0,8,0,3,6
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575780,"Svojšice (Pardubice)",0,8,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575623,Semín,0,24,0,10,21
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,575437,Ostřešany,0,39,0,13,35
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5307,Litomyšl,577995,"Dolní Újezd (Svitavy)",0,19,0,9,17
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,573515,Kunětice,0,11,0,5,9
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575330,Litošice,0,2,0,0,2
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575194,Kojice,0,5,0,2,4
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5304,Chrudim,547808,Rozhovice,0,10,0,7,11
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,575551,"Rohovládova Bělá",0,5,0,2,4
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,575151,Kasalice,0,7,0,1,6
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575101,"Jankovice (Pardubice)",0,8,0,2,5
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,574830,Bukovka,0,11,0,7,11
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5307,Litomyšl,572608,"Nová Sídla",0,1,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5304,Chrudim,571407,Hluboká,0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5304,Chrudim,571822,Míčov-Sušice,0,6,0,4,6
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5302,Hlinsko,571571,Kameničky,0,10,0,2,7
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5312,Svitavy,572594,Kukle,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5302,Hlinsko,572543,Všeradov,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5307,Litomyšl,572357,"Desná (Svitavy)",0,3,0,0,3
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5304,Chrudim,571857,"Mladoňovice (Chrudim)",0,8,0,4,8
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0531,Chrudim,5304,Chrudim,556882,"Rabštejnská Lhota",0,29,0,12,28
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5305,Králíky,580481,"Králíky (Ústí nad Orlicí)",0,117,0,58,128
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5315,Žamberk,580431,"Klášterec nad Orlicí",0,26,0,14,28
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5306,Lanškroun,580295,"Horní Heřmanice (Ústí nad Orlicí)",0,5,0,2,6
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5301,"Česká Třebová",580031,"Česká Třebová",0,295,0,127,315
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5315,Žamberk,581267,Žampach,0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5314,"Vysoké Mýto",581232,"Zářecká Lhota",0,6,0,3,6
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5313,"Ústí nad Orlicí",580881,Řetůvka,0,1,0,1,2
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0534,"Ústí nad Orlicí",5306,Lanškroun,580732,"Ostrov (Ústí nad Orlicí)",0,24,0,5,27
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5309,Pardubice,576051,Živanice,0,23,0,13,20
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575666,Sopřeč,0,5,0,3,5
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0532,Pardubice,5311,Přelouč,575615,Selmice,0,1,0,0,1
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5308,"Moravská Třebová",578959,"Víska u Jevíčka",0,1,0,1,1
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5312,Svitavy,578860,"Študlov (Svitavy)",0,0,0,0,0
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5307,Litomyšl,578509,Osík,0,9,0,6,8
pátek,"3/5/2021 12:00:00 AM",CZ053,"Pardubický kraj",CZ0533,Svitavy,5308,"Moravská Třebová",578274,Křenov,0,6,0,2,6
