datum,ockovaci_misto_id,ockovaci_misto_nazev,kraj_nuts_kod,kraj_nazev,ockovaci_latka,vyrobce,pouzite_ampulky,znehodnocene_ampulky,pouzite_davky,znehodnocene_davky
2021-03-25,800e3522-2335-4e5c-bb6e-c219b5667f30,"KV ARÉNA OČKOVACÍ CENTRUM",CZ041,"Karlovarský kraj",VAXZEVRIA,AstraZeneca,2,0,20,0
2021-03-25,591855d9-aad8-4d12-86e0-db30cfbb36ee,"Zdravotní ústav se sídlem v Ústí nad Labem - pracoviště Plzeň",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,11,0,66,0
2021-03-25,800e3522-2335-4e5c-bb6e-c219b5667f30,"KV ARÉNA OČKOVACÍ CENTRUM",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,63,0,378,0
2021-03-25,4cf475a4-9727-4afb-a458-80cbe7d7a497,"Nemocnice AGEL Podhorská a.s.- pracoviště Rýmařov",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,3,0,18,0
2021-03-25,8facdb9c-6716-4666-ae00-b58f7ccee441,"Oblastní nemocnice Trutnov a.s.",CZ052,"Královéhradecký kraj",Comirnaty,Pfizer,36,0,216,0
2021-03-25,a8b62b00-0e64-4b8d-8202-316e0c00f809,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj","COVID-19 Vaccine Moderna",Moderna,31,0,310,0
2021-03-25,e342972a-ccb3-4a9a-9a9f-ac95a11997eb,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj","COVID-19 Vaccine Moderna",Moderna,2,0,20,0
2021-03-25,586ab361-ba26-4429-b0f3-8ff9831f07b2,"Dopravní zdravotnictví a.s., Poliklinika AGEL Plzeň",CZ032,"Plzeňský kraj",VAXZEVRIA,AstraZeneca,5,0,50,0
2021-03-25,518f6665-84b8-4964-ae04-3bff5e0f2d93,"Nemocnice Most (KZ,a.s.) - SPORTOVNÍ HALA",CZ042,"Ústecký kraj",Comirnaty,Pfizer,15,0,90,0
2021-03-25,c8e549b8-aafb-4b4c-ae3b-b1ccee70513f,"LRS Chvaly, o.p.s.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,4,0,40,0
2021-03-25,e7d3f647-96bc-44ba-88d2-77e1b2b1be48,"Nemocnice Český Krumlov - OČKO Sportovní hala",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,118,0,708,0
2021-03-25,e9cf2dde-5f75-4ac6-a013-07c6c257c93d,"Nemocnice Znojmo",CZ064,"Jihomoravský kraj","COVID-19 Vaccine Moderna",Moderna,13,0,130,0
2021-03-25,4dd9014a-436c-4e8a-aa45-010ad32272f7,"Oblastní nemocnice Kladno",CZ020,"Středočeský kraj",Comirnaty,Pfizer,63,0,378,0
2021-03-25,fafb9109-12b6-4278-87cd-310bd66a356a,"CLINICUM a.s. -  Kongresové centrum Praha",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,31,0,186,0
2021-03-25,e7c6b8a7-11b2-4921-bf5b-6738b008f7dc,"Nemocnice Tišnov",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,15,0,90,0
2021-03-25,a74425f4-80fe-4f1f-abb9-3e8df7ca8aac,"Městská nemocnice Ostrava, p.o., Vakcinační centrum",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,19,0,114,0
2021-03-25,cc785573-e41f-43bb-91ea-9a1893f6b9d2,"Nemocnice Třebíč",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,96,0,576,0
2021-03-25,a91d8128-c379-456c-b04b-1f1d6aa2da76,"AGE Centrum Olomouc",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,6,0,36,0
2021-03-25,0980ebfa-a1f3-4b2f-8ae3-a946d3b77cc8,"Nemocnice Šumperk",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,31,0,186,0
2021-03-25,b61479a7-8702-4529-b0a0-d6f31e635199,"Luhačovice - Zdravotní středisko",CZ072,"Zlínský kraj",Comirnaty,Pfizer,9,0,54,0
2021-03-25,db148287-219d-4213-806f-4c7322e26291,"Nemocnice v Chebu",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,2,0,12,0
2021-03-25,df47a465-f872-4968-a8e9-057059b8e900,"Comfort Care a.s. - poliklinika Chodov, Praha 11",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,19,0,114,0
2021-03-25,4a387070-9a9b-4824-b1b0-437120b10481,"Mulačova nemocnice s.r.o.",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,17,0,102,0
2021-03-25,492920f2-e2f6-4d29-9b60-b1ec9924d84d,"Nemocnice Kyjov, příspěvková organizace",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,4,0,24,0
2021-03-25,41efe0d6-da6d-4978-8f80-ee2999a71580,"Sdružené zdravotnické zařízení Krnov, p. o. - pediatrické odd.",CZ080,"Moravskoslezský kraj","COVID-19 Vaccine Moderna",Moderna,1,0,10,0
2021-03-25,77e3d92d-123b-452d-93ec-30afac4e2c0b,"Nemocnice s poliklinikou Karviná-Ráj, p.o. - pracoviště Karviná",CZ080,"Moravskoslezský kraj","COVID-19 Vaccine Moderna",Moderna,2,0,20,0
2021-03-25,371ee4e8-da22-446f-a9c3-f897c1a3fded,"Klášter - Staré náměstí Sokolov",CZ041,"Karlovarský kraj",VAXZEVRIA,AstraZeneca,2,0,20,0
2021-03-25,28f83d48-bce8-4d12-9b1f-4316e973c02f,Privamed,CZ032,"Plzeňský kraj",Comirnaty,Pfizer,19,0,114,0
2021-03-25,f1434a8c-a1f4-4af4-b4eb-ea7a70011535,"Moje Ambulance a.s. Frýdek - Místek",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,2,0,12,0
2021-03-25,2606719f-ddd9-4b63-8a67-68236380820f,"Nemocnice Blansko - Sportovní hala Údolní",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,21,0,126,0
2021-03-25,bd060d74-64dd-45dd-bd06-51f9d6147814,"Moje Ambulance a.s. Ostrava - Poruba",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,2,0,12,0
2021-03-25,cc785573-e41f-43bb-91ea-9a1893f6b9d2,"Nemocnice Třebíč",CZ063,"Kraj Vysočina","COVID-19 Vaccine Moderna",Moderna,30,0,300,0
2021-03-25,c5881ce2-0007-4fe1-8a80-66fba7dafa3d,"Nemocnice následné péče Svatá Anna, s.r.o.",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,14,0,84,0
2021-03-25,7bdb206f-d1a2-4afb-9770-863958ae98f7,"Nemocnice Boskovice s.r.o.",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,29,0,174,0
2021-03-25,a74425f4-80fe-4f1f-abb9-3e8df7ca8aac,"Městská nemocnice Ostrava, p.o., Vakcinační centrum",CZ080,"Moravskoslezský kraj","COVID-19 Vaccine Moderna",Moderna,1,0,10,0
2021-03-25,281cd704-c5c4-447d-aace-debad0aa3269,"Nemocnice AGEL Říčany a.s. - Sportovní hala",CZ020,"Středočeský kraj",Comirnaty,Pfizer,5,0,30,0
2021-03-25,a29e6eb0-1b21-42d2-8962-90e8b0d9536d,"Nemocnice Pelhřimov",CZ063,"Kraj Vysočina",Comirnaty,Pfizer,93,0,558,0
2021-03-25,371ee4e8-da22-446f-a9c3-f897c1a3fded,"Klášter - Staré náměstí Sokolov",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,29,0,174,0
2021-03-25,63a56753-7d68-44cb-a025-d605c6c8d307,"Nemocnice s poliklinikou Karviná-Ráj, p.o. - pracoviště Orlová",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,16,0,96,0
2021-03-25,28c67663-3032-41e4-9df6-7f90abea82f6,"Léčebné lázně Mariánské Lázně a.s.",CZ041,"Karlovarský kraj","COVID-19 Vaccine Moderna",Moderna,4,0,40,0
2021-03-25,de1fc22a-e006-4725-8860-7534682fb18c,"Vojenská nemocnice Olomouc",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,66,0,396,0
2021-03-25,4aec9f14-bc39-4d73-be9e-d2c7e60e3495,"Nemocnice Ostrov",CZ041,"Karlovarský kraj","COVID-19 Vaccine Moderna",Moderna,4,0,40,0
2021-03-25,938b2c05-a892-44bc-a7db-570e9e649072,"VITA s.r.o. (nemocnice Duchcov)",CZ042,"Ústecký kraj",Comirnaty,Pfizer,8,0,48,0
2021-03-25,76a174fb-e672-40c5-ae9c-06c50eb4ce7a,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,29,0,174,0
2021-03-25,e342972a-ccb3-4a9a-9a9f-ac95a11997eb,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj",Comirnaty,Pfizer,85,0,510,0
2021-03-25,f5fe8269-61d2-4c43-8661-81876bbbbc89,"Nemocnice Znojmo Sportovni Hala Dvořákova",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,47,0,282,0
2021-03-25,92c26a50-b614-45b4-94f6-366a766796a0,"Nemocnice Slaný",CZ020,"Středočeský kraj","COVID-19 Vaccine Moderna",Moderna,2,0,20,0
2021-03-25,fbbde94b-4a74-41a3-93e1-c3fc53cf2189,"Krajská zdravotní a.s., - (bývalá Zahrada Čech)",CZ042,"Ústecký kraj","COVID-19 Vaccine Moderna",Moderna,1,0,10,0
2021-03-25,9a2da984-2c54-4427-9cc2-6c63a4694299,"Masarykův onkologický ústav",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,13,0,78,0
2021-03-25,fe82349e-63db-4623-b6c1-cabd2214c1ee,"SYNLAB czech s.r.o. - Kralupy nad Vltavou",CZ020,"Středočeský kraj","COVID-19 Vaccine Moderna",Moderna,12,0,120,0
2021-03-25,0ea63d3f-dd1c-47bb-b029-cbbdf187a357,"Nemocnice Vrchlabí, s.r.o.",CZ052,"Královéhradecký kraj",VAXZEVRIA,AstraZeneca,2,0,20,0
2021-03-25,77e3d92d-123b-452d-93ec-30afac4e2c0b,"Nemocnice s poliklinikou Karviná-Ráj, p.o. - pracoviště Karviná",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,35,0,210,0
2021-03-25,df835442-d55c-4653-ad02-23443d6b1700,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Přerov",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,38,0,228,0
2021-03-25,8c388fdf-5cd1-4773-819c-093088aee130,"Nemocnice Varnsdorf",CZ042,"Ústecký kraj",Comirnaty,Pfizer,11,0,66,0
2021-03-25,d58b9a53-e9a4-4374-9853-1d93c4540fb4,"THERÁPON 98, a.s. - Kopřivnice",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,12,0,72,0
2021-03-25,14c58957-7396-4322-a237-67b5e31b16e3,"Domažlická nemocnice",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,36,0,216,0
2021-03-25,4c050cd4-6edf-4b4b-8034-8b731978b216,"Oblastní nemocnice Mladá Boleslav",CZ020,"Středočeský kraj",Comirnaty,Pfizer,13,0,78,0
2021-03-25,ade1335c-0185-4292-af9a-5de58be97774,"Nemocnice České Budějovice - OČKO Výstaviště České Budějovice",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,120,0,720,0
2021-03-25,1ae4455d-99b0-4baa-9613-4cd2fb67ac4e,"Nemocnice Písek - OČKO",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,81,0,486,0
2021-03-25,c2ec6521-6a37-44c7-a661-1370adbac9c5,"Bohumínská městská nemocnice, a.s.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,13,0,78,0
2021-03-25,ffddf34a-46dc-48a5-ba76-cf1c35339bf2,"Nemocnice Neratovice",CZ020,"Středočeský kraj",Comirnaty,Pfizer,18,0,108,0
2021-03-25,73bb8a1c-2a4f-48ae-a5c3-5c295ae45d53,"Očkovací centrum Liberec (KNL)",CZ051,"Liberecký kraj",VAXZEVRIA,AstraZeneca,15,0,150,0
2021-03-25,648f87b6-06e7-49d5-b2a7-2dc31c867ff7,"Fakultní Thomayerova nemocnice",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,127,0,762,0
2021-03-25,12d05c60-f168-462a-a4e1-ac5ad8e42722,"Městská poliklinika Praha - Spálená",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,9,0,54,0
2021-03-25,b3ab4e46-5faa-4c1a-9a18-e2c8df0726e5,"Nemocnice Pelhřimov - Kulturní dům Máj",CZ063,"Kraj Vysočina","COVID-19 Vaccine Moderna",Moderna,3,0,30,0
2021-03-25,9d499433-292a-47a3-bf3d-0c804def9478,"Oblastní nemocnice Náchod a.s - nemocnice Broumov",CZ052,"Královéhradecký kraj","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-03-25,492920f2-e2f6-4d29-9b60-b1ec9924d84d,"Nemocnice Kyjov, příspěvková organizace",CZ064,"Jihomoravský kraj","COVID-19 Vaccine Moderna",Moderna,20,0,200,0
2021-03-25,e1aecc42-6aa6-46cc-9dde-9761fd6fa830,"Poliklinika Prosek a.s.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,7,0,70,0
2021-03-25,ca2ebe9a-25f5-4386-a47a-1def0c83afa5,"Nemocnice TGM Hodonín, přísp. organizace Dům kultury Hodonín - očkovací centrum COVID-19",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,19,0,114,0
2021-03-25,73bb8a1c-2a4f-48ae-a5c3-5c295ae45d53,"Očkovací centrum Liberec (KNL)",CZ051,"Liberecký kraj",Comirnaty,Pfizer,89,0,534,0
2021-03-26,648f87b6-06e7-49d5-b2a7-2dc31c867ff7,"Fakultní Thomayerova nemocnice",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,124,0,744,0
2021-03-26,14c58957-7396-4322-a237-67b5e31b16e3,"Domažlická nemocnice",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,33,0,198,0
2021-03-26,da7eca1a-736f-4334-9034-fa61214b5ae6,"Urogyn Medico s.r.o.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,5,0,50,0
2021-03-26,e1aecc42-6aa6-46cc-9dde-9761fd6fa830,"Poliklinika Prosek a.s.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-03-26,f48613c8-f616-460b-bbb3-096e07223c73,"ImunoSantana spol. s r.o.",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,17,0,102,0
2021-03-26,73bb8a1c-2a4f-48ae-a5c3-5c295ae45d53,"Očkovací centrum Liberec (KNL)",CZ051,"Liberecký kraj",Comirnaty,Pfizer,88,0,528,0
2021-03-26,12d05c60-f168-462a-a4e1-ac5ad8e42722,"Městská poliklinika Praha - Spálená",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,7,0,42,0
2021-03-26,9d499433-292a-47a3-bf3d-0c804def9478,"Oblastní nemocnice Náchod a.s - nemocnice Broumov",CZ052,"Královéhradecký kraj","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-03-26,df835442-d55c-4653-ad02-23443d6b1700,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Přerov",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,43,0,258,0
2021-03-26,8c388fdf-5cd1-4773-819c-093088aee130,"Nemocnice Varnsdorf",CZ042,"Ústecký kraj",Comirnaty,Pfizer,10,0,60,0
2021-03-26,c2ec6521-6a37-44c7-a661-1370adbac9c5,"Bohumínská městská nemocnice, a.s.",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,13,0,78,0
2021-03-26,4a387070-9a9b-4824-b1b0-437120b10481,"Mulačova nemocnice s.r.o.",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,17,0,102,0
2021-03-26,0ea63d3f-dd1c-47bb-b029-cbbdf187a357,"Nemocnice Vrchlabí, s.r.o.",CZ052,"Královéhradecký kraj",Comirnaty,Pfizer,15,0,90,0
2021-03-26,db148287-219d-4213-806f-4c7322e26291,"Nemocnice v Chebu",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,4,0,24,0
2021-03-26,bbbcf265-9f34-4056-a7e8-f9067fd339a4,"AGEL Středomoravská nemocniční a.s., Nemocnice AGEL Šternberk",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,23,0,138,0
2021-03-26,ffddf34a-46dc-48a5-ba76-cf1c35339bf2,"Nemocnice Neratovice",CZ020,"Středočeský kraj",Comirnaty,Pfizer,15,0,90,0
2021-03-26,77e3d92d-123b-452d-93ec-30afac4e2c0b,"Nemocnice s poliklinikou Karviná-Ráj, p.o. - pracoviště Karviná",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,29,0,174,0
2021-03-26,9a2da984-2c54-4427-9cc2-6c63a4694299,"Masarykův onkologický ústav",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,17,0,102,0
2021-03-26,c2ca4cb4-2c8d-4463-9b85-88dff5eb4ba5,"Fakultní nemocnice Královské Vinohrady",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,90,0,540,0
2021-03-26,d58b9a53-e9a4-4374-9853-1d93c4540fb4,"THERÁPON 98, a.s. - Kopřivnice",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,11,0,66,0
2021-03-26,f5fe8269-61d2-4c43-8661-81876bbbbc89,"Nemocnice Znojmo Sportovni Hala Dvořákova",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,29,0,174,0
2021-03-26,fe82349e-63db-4623-b6c1-cabd2214c1ee,"SYNLAB czech s.r.o. - Kralupy nad Vltavou",CZ020,"Středočeský kraj","COVID-19 Vaccine Moderna",Moderna,7,0,70,0
2021-03-26,7bdb206f-d1a2-4afb-9770-863958ae98f7,"Nemocnice Boskovice s.r.o.",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,19,0,114,0
2021-03-26,c4411674-d3bd-4666-96df-fdedefed8b68,"Nemocnice Jindřichův Hradec- Očko VŠE",CZ031,"Jihočeský kraj","COVID-19 Vaccine Moderna",Moderna,6,0,60,0
2021-03-26,28c67663-3032-41e4-9df6-7f90abea82f6,"Léčebné lázně Mariánské Lázně a.s.",CZ041,"Karlovarský kraj","COVID-19 Vaccine Moderna",Moderna,5,0,50,0
2021-03-26,ade1335c-0185-4292-af9a-5de58be97774,"Nemocnice České Budějovice - OČKO Výstaviště České Budějovice",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,86,0,516,0
2021-03-26,e1279737-8cfb-4197-ad38-3def6a9a17e0,"Zdravotní ústav se sídlem v Ostravě - pracoviště Brno",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,8,0,48,0
2021-03-26,a8b62b00-0e64-4b8d-8202-316e0c00f809,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj",Comirnaty,Pfizer,46,0,276,0
2021-03-26,938b2c05-a892-44bc-a7db-570e9e649072,"VITA s.r.o. (nemocnice Duchcov)",CZ042,"Ústecký kraj",Comirnaty,Pfizer,8,0,48,0
2021-03-26,591855d9-aad8-4d12-86e0-db30cfbb36ee,"Zdravotní ústav se sídlem v Ústí nad Labem - pracoviště Plzeň",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,4,0,24,0
2021-03-26,de1fc22a-e006-4725-8860-7534682fb18c,"Vojenská nemocnice Olomouc",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,78,0,468,0
2021-03-26,e342972a-ccb3-4a9a-9a9f-ac95a11997eb,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj",Comirnaty,Pfizer,35,0,210,0
2021-03-26,92c26a50-b614-45b4-94f6-366a766796a0,"Nemocnice Slaný",CZ020,"Středočeský kraj","COVID-19 Vaccine Moderna",Moderna,3,0,30,0
2021-03-26,4aec9f14-bc39-4d73-be9e-d2c7e60e3495,"Nemocnice Ostrov",CZ041,"Karlovarský kraj","COVID-19 Vaccine Moderna",Moderna,5,0,50,0
2021-03-26,989b3700-401f-4700-a684-ae09d348a3c0,"Nemocnice Hořovice",CZ020,"Středočeský kraj",Comirnaty,Pfizer,40,0,240,0
2021-03-26,f1434a8c-a1f4-4af4-b4eb-ea7a70011535,"Moje Ambulance a.s. Frýdek - Místek",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,3,0,18,0
2021-03-26,c5881ce2-0007-4fe1-8a80-66fba7dafa3d,"Nemocnice následné péče Svatá Anna, s.r.o.",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,3,0,18,0
2021-03-26,bd060d74-64dd-45dd-bd06-51f9d6147814,"Moje Ambulance a.s. Ostrava - Poruba",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,2,0,12,0
2021-03-26,492920f2-e2f6-4d29-9b60-b1ec9924d84d,"Nemocnice Kyjov, příspěvková organizace",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,2,0,12,0
2021-03-26,2606719f-ddd9-4b63-8a67-68236380820f,"Nemocnice Blansko - Sportovní hala Údolní",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,20,0,120,0
2021-03-26,63a56753-7d68-44cb-a025-d605c6c8d307,"Nemocnice s poliklinikou Karviná-Ráj, p.o. - pracoviště Orlová",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,9,0,54,0
2021-03-26,9cf6f860-3089-4f8b-abf9-86109580dd7e,"Moje Ambulance Karlovy Vary",CZ041,"Karlovarský kraj",VAXZEVRIA,AstraZeneca,3,0,30,0
2021-03-26,371ee4e8-da22-446f-a9c3-f897c1a3fded,"Klášter - Staré náměstí Sokolov",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,35,0,210,0
2021-03-26,371ee4e8-da22-446f-a9c3-f897c1a3fded,"Klášter - Staré náměstí Sokolov",CZ041,"Karlovarský kraj",VAXZEVRIA,AstraZeneca,6,0,60,0
2021-03-26,41efe0d6-da6d-4978-8f80-ee2999a71580,"Sdružené zdravotnické zařízení Krnov, p. o. - pediatrické odd.",CZ080,"Moravskoslezský kraj","COVID-19 Vaccine Moderna",Moderna,2,0,20,0
2021-03-26,1ae4455d-99b0-4baa-9613-4cd2fb67ac4e,"Nemocnice Písek - OČKO",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,63,0,378,0
2021-03-26,b3427f78-5252-4318-b26e-80670c7bf0a6,"Nemocnice AGEL Louny a.s.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,12,0,72,0
2021-03-26,004e0965-84f6-4aa1-92cb-7242c8ae394a,"Nemocnice AGEL Jeseník a.s.",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,21,0,126,0
2021-03-26,4dd9014a-436c-4e8a-aa45-010ad32272f7,"Oblastní nemocnice Kladno",CZ020,"Středočeský kraj",Comirnaty,Pfizer,1,0,6,0
2021-03-26,b61479a7-8702-4529-b0a0-d6f31e635199,"Luhačovice - Zdravotní středisko",CZ072,"Zlínský kraj",Comirnaty,Pfizer,10,0,60,0
2021-03-26,57932100-0df4-472c-a015-d2b750df5b58,"Fakultní nemocnice Hradec Králové",CZ052,"Královéhradecký kraj","COVID-19 Vaccine Moderna",Moderna,55,0,550,0
2021-03-26,0980ebfa-a1f3-4b2f-8ae3-a946d3b77cc8,"Nemocnice Šumperk",CZ071,"Olomoucký kraj",Comirnaty,Pfizer,52,0,312,0
2021-03-26,a45e27be-cb59-449e-8ee0-ee8646ef0325,"Podřipská nemocnice s poliklinikou Roudnice n. L., s.r.o.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,6,0,36,0
2021-03-26,e9cf2dde-5f75-4ac6-a013-07c6c257c93d,"Nemocnice Znojmo",CZ064,"Jihomoravský kraj","COVID-19 Vaccine Moderna",Moderna,9,0,90,0
2021-03-26,fafb9109-12b6-4278-87cd-310bd66a356a,"CLINICUM a.s. -  Kongresové centrum Praha",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,55,0,330,0
2021-03-26,e7c6b8a7-11b2-4921-bf5b-6738b008f7dc,"Nemocnice Tišnov",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,14,0,84,0
2021-03-26,2d133449-b6ac-4b5e-b2e9-428b893345ac,"Medicínské centrum Praha s.r.o.",CZ010,"Hlavní město Praha","COVID-19 Vaccine Moderna",Moderna,2,0,20,0
2021-03-26,7ce0223d-0ec7-4722-a7d3-f23699e21bc9,"MN v Odrách, p.o. - Dělnický dům Odry",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,30,0,180,0
2021-03-26,e9cf2dde-5f75-4ac6-a013-07c6c257c93d,"Nemocnice Znojmo",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,4,0,24,0
2021-03-26,4a444781-6d8f-496e-9da0-5f813f6113a6,"Fakultní nemocnice u sv. Anny v Brně",CZ064,"Jihomoravský kraj",Comirnaty,Pfizer,147,0,882,0
2021-03-26,5999950a-0e64-4981-bc02-8c4bce24c1e5,"Zdravotní ústav se sídlem v Ústí nad Labem - pracoviště Ústí",CZ042,"Ústecký kraj",Comirnaty,Pfizer,15,0,90,0
2021-03-26,ff1d41dd-18a2-45ed-bfee-8b2ff0022633,"Nemocnice Brandýs n. L.",CZ020,"Středočeský kraj",Comirnaty,Pfizer,48,0,288,0
2021-03-26,586ab361-ba26-4429-b0f3-8ff9831f07b2,"Dopravní zdravotnictví a.s., Poliklinika AGEL Plzeň",CZ032,"Plzeňský kraj",VAXZEVRIA,AstraZeneca,0,0,0,0
2021-03-26,e342972a-ccb3-4a9a-9a9f-ac95a11997eb,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj","COVID-19 Vaccine Moderna",Moderna,1,0,10,0
2021-03-26,586ab361-ba26-4429-b0f3-8ff9831f07b2,"Dopravní zdravotnictví a.s., Poliklinika AGEL Plzeň",CZ032,"Plzeňský kraj",Comirnaty,Pfizer,13,0,78,0
2021-03-26,14b71e51-3e80-42e9-8f0d-eb50320dd7f4,"LITVÍNOV - Krušnohorská poliklinika s.r.o.",CZ042,"Ústecký kraj",Comirnaty,Pfizer,6,0,36,0
2021-03-26,800e3522-2335-4e5c-bb6e-c219b5667f30,"KV ARÉNA OČKOVACÍ CENTRUM",CZ041,"Karlovarský kraj",Comirnaty,Pfizer,69,0,414,0
2021-03-26,518f6665-84b8-4964-ae04-3bff5e0f2d93,"Nemocnice Most (KZ,a.s.) - SPORTOVNÍ HALA",CZ042,"Ústecký kraj",Comirnaty,Pfizer,31,0,186,0
2021-03-26,800e3522-2335-4e5c-bb6e-c219b5667f30,"KV ARÉNA OČKOVACÍ CENTRUM",CZ041,"Karlovarský kraj",VAXZEVRIA,AstraZeneca,3,0,30,0
2021-03-26,df47a465-f872-4968-a8e9-057059b8e900,"Comfort Care a.s. - poliklinika Chodov, Praha 11",CZ010,"Hlavní město Praha",Comirnaty,Pfizer,32,0,192,0
2021-03-26,c4411674-d3bd-4666-96df-fdedefed8b68,"Nemocnice Jindřichův Hradec- Očko VŠE",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,108,0,648,0
2021-03-26,4c050cd4-6edf-4b4b-8034-8b731978b216,"Oblastní nemocnice Mladá Boleslav",CZ020,"Středočeský kraj",Comirnaty,Pfizer,66,0,396,0
2021-03-26,94a422eb-b0c6-4729-9224-5c3cf7c0809a,"Zdravotní ústav se sídlem v Ostravě",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,7,0,42,0
2021-03-26,1295fe02-0319-40e4-a482-d4b8a0bfe138,"FN Ostrava - Černá Louka Výstaviště",CZ080,"Moravskoslezský kraj",Comirnaty,Pfizer,78,0,468,0
2021-03-26,74087959-c707-4d8e-b5d7-9a2b5ba4844d,"Nemocnice Prachatice - OČKO Hotel Park",CZ031,"Jihočeský kraj",Comirnaty,Pfizer,43,0,258,0
